Airport,AP_NAME,FAA REGION,CITY,STATE,AP Type
EPM,EASTPORT MUNI,ANE,EASTPORT,ME,Public Use
U68,NORTH BIG HORN COUNTY,ANM,COWLEY/LOVELL/BYRON,WY,Public Use
3U2,JOHNSON CREEK,ANM,YELLOW PINE,ID,Public Use
4Y4,LAKES OF THE NORTH,AGL,GAYLORD,MI,Public Use
Y04,SUGAR LOAF RESORT,AGL,TRAVERSE CITY,MI,Public Use
ATY,WATERTOWN RGNL,AGL,WATERTOWN,SD,Public Use
D90,MANCELONA MUNI,AGL,MANCELONA,MI,Public Use
AUW,WAUSAU DOWNTOWN,AGL,WAUSAU,WI,Public Use
STP,ST PAUL DOWNTOWN HOLMAN FLD,AGL,ST PAUL,MN,Public Use
MSS,MASSENA INTL-RICHARDS FIELD,AEA,MASSENA,NY,Public Use
FSO,FRANKLIN COUNTY STATE,ANE,HIGHGATE,VT,Public Use
10D,WINSTED MUNI,AGL,WINSTED,MN,Public Use
30W,SWEETWATER BAY,AGL,OCONTO,WI,Public Use
OLD,"DEWITT FLD,OLD TOWN MUNI",ANE,OLD TOWN,ME,Public Use
M57,RANGELEY LAKE,ANE,RANGELEY,ME,Public Use
MVE,MONTEVIDEO-CHIPPEWA COUNTY,AGL,MONTEVIDEO,MN,Public Use
24K,KRASSEL USFS,ANM,MC CALL,ID,Public Use
1U4,NEW MEADOWS,ANM,NEW MEADOWS,ID,Public Use
U54,BERNARD USFS,ANM,BERNARD,ID,Public Use
84D,CHEYENNE EAGLE BUTTE,AGL,EAGLE BUTTE,SD,Public Use
DXX,LAC QUI PARLE COUNTY,AGL,MADISON,MN,Public Use
0D8,GETTYSBURG MUNI,AGL,GETTYSBURG,SD,Public Use
ACB,ANTRIM COUNTY,AGL,BELLAIRE,MI,Public Use
K21,ROUSES POINT,AEA,ROUSES POINT,NY,Public Use
8B0,STEVEN A. BEAN MUNI,ANE,RANGELEY,ME,Public Use
21D,LAKE ELMO,AGL,ST PAUL,MN,Public Use
Y93,ATLANTA MUNI,AGL,ATLANTA,MI,Public Use
1B0,DEXTER RGNL,ANE,DEXTER,ME,Public Use
GLR,GAYLORD RGNL,AGL,GAYLORD,MI,Public Use
3FU,FAULKTON MUNI,AGL,FAULKTON,SD,Public Use
66B,GILLESPIE FLD,ANE,MEDDYBEMPS,ME,Public Use
D07,FAITH MUNI,AGL,FAITH,SD,Public Use
3T3,BOYCEVILLE MUNI,AGL,BOYCEVILLE,WI,Public Use
29S,GARDINER,ANM,GARDINER,MT,Public Use
59M,TORCHPORT,AGL,EASTPORT,MI,Public Use
MIC,CRYSTAL,AGL,MINNEAPOLIS,MN,Public Use
7P5,PISO,AGL,SURING,WI,Public Use
APN,ALPENA COUNTY RGNL,AGL,ALPENA,MI,Federalized/Commercial
Y95,HILLMAN,AGL,HILLMAN,MI,Public Use
B21,SUGARLOAF RGNL,ANE,CARRABASSETT,ME,Public Use
LJF,LITCHFIELD MUNI,AGL,LITCHFIELD,MN,Public Use
85U,SOLDIER BAR USFS,ANM,SOLDIER BAR,ID,Public Use
MDZ,TAYLOR COUNTY,AGL,MEDFORD,WI,Public Use
BDH,WILLMAR MUNI-JOHN L RICE FIELD,AGL,WILLMAR,MN,Public Use
SMN,LEMHI COUNTY,ANM,SALMON,ID,Public Use
MNM,MENOMINEE-MARINETTE TWIN COUNTY,AGL,MENOMINEE,MI,Public Use
Y94,EAST JORDAN CITY,AGL,EAST JORDAN,MI,Public Use
53M,SILVER CITY AIRPARK,AGL,ALPENA,MI,Public Use
U60,BIG CREEK,ANM,BIG CREEK,ID,Public Use
3D2,EPHRAIM-GIBRALTAR,AGL,EPHRAIM,WI,Public Use
I08,CABIN CREEK USFS,ANM,BIG CREEK RANGER STATION,ID,Public Use
ANE,ANOKA COUNTY-BLAINE ARPT(JANES FIELD),AGL,MINNEAPOLIS,MN,Public Use
RNH,NEW RICHMOND RGNL,AGL,NEW RICHMOND,WI,Public Use
8Y4,SURFSIDE,AGL,LINO LAKES,MN,Public Use
AIG,LANGLADE COUNTY,AGL,ANTIGO,WI,Public Use
CFE,BUFFALO MUNI,AGL,BUFFALO,MN,Public Use
5D5,WOOLSEY MEMORIAL,AGL,NORTHPORT,MI,Public Use
2H3,CORNELL MUNI,AGL,CORNELL,WI,Public Use
BFA,BOYNE MOUNTAIN,AGL,BOYNE FALLS,MI,Public Use
44B,CHARLES A. CHASE JR. MEMORIAL FIELD,ANE,DOVER/FOXCROFT,ME,Public Use
7S9,LENHARDT AIRPARK,ANM,HUBBARD,OR,Public Use
RED,RED LODGE,ANM,RED LODGE,MT,Public Use
MMV,MC MINNVILLE MUNI,ANM,MC MINNVILLE,OR,Public Use
RRL,MERRILL MUNI,AGL,MERRILL,WI,Public Use
PFC,PACIFIC CITY STATE,ANM,PACIFIC CITY,OR,Public Use
PNN,PRINCETON MUNI,ANE,PRINCETON,ME,Public Use
N98,BOYNE CITY MUNI,AGL,BOYNE CITY,MI,Public Use
3D1,CRIVITZ MUNI,AGL,CRIVITZ,WI,Public Use
4S9,MULINO STATE,ANM,PORTLAND-MULINO,OR,Public Use
23Y,MURDOCK MUNI,AGL,MURDOCK,MN,Public Use
AQP,APPLETON MUNI,AGL,APPLETON,MN,Public Use
1D1,MILBANK MUNI,AGL,MILBANK,SD,Public Use
MGG,MAPLE LAKE MUNI,AGL,MAPLE LAKE,MN,Public Use
3S9,CONDON STATE PAULING FLD,ANM,CONDON,OR,Public Use
UAO,AURORA STATE,ANM,AURORA,OR,Public Use
25D,FOREST LAKE,AGL,FOREST LAKE,MN,Public Use
DLN,DILLON,ANM,DILLON,MT,Public Use
9F8,HOVEN MUNI,AGL,HOVEN,SD,Public Use
3U1,WARREN /USFS/,ANM,WARREN,ID,Public Use
EKS,ENNIS - BIG SKY,ANM,ENNIS,MT,Public Use
AHH,AMERY MUNI,AGL,AMERY,WI,Public Use
LGD,LA GRANDE/UNION COUNTY,ANM,LA GRANDE,OR,Public Use
6S1,BRIDGER MUNI,ANM,BRIDGER,MT,Public Use
1D7,THE SIGURD ANDERSON,AGL,WEBSTER,SD,Public Use
U81,COLD MEADOWS USFS,ANM,COLD MEADOWS GUARD STATION,ID,Public Use
2S6,SPORTSMAN AIRPARK,ANM,NEWBERG,OR,Public Use
CVX,CHARLEVOIX MUNI,AGL,CHARLEVOIX,MI,Public Use
VVV,ORTONVILLE MUNI-MARTINSON FIELD,AGL,ORTONVILLE,MN,Public Use
Y23,CHETEK MUNI-SOUTHWORTH,AGL,CHETEK,WI,Public Use
5S9,VALLEY VIEW,ANM,ESTACADA,OR,Public Use
OEO,L O SIMENSTAD MUNI,AGL,OSCEOLA,WI,Public Use
5U7,FORT SMITH LANDING STRIP,ANM,FORT SMITH,MT,Public Use
17S,CHEHALEM AIRPARK,ANM,NEWBERG,OR,Public Use
BBB,BENSON MUNI,AGL,BENSON,MN,Public Use
S48,COUNTRY SQUIRE AIRPARK,ANM,SANDY,OR,Public Use
JSY,JOSEPH STATE,ANM,JOSEPH,OR,Public Use
LRG,LINCOLN RGNL,ANE,LINCOLN,ME,Public Use
Y96,LEO E. GOETZ COUNTY,AGL,ONAWAY,MI,Public Use
PEX,PAYNESVILLE MUNI,AGL,PAYNESVILLE,MN,Public Use
U79,CHAMBERLAIN USFS,ANM,CHAMBERLAIN GUARD STATION,ID,Public Use
2P2,WASHINGTON ISLAND,AGL,WASHINGTON ISLAND,WI,Public Use
3Y7,ISABEL MUNI,AGL,ISABEL,SD,Public Use
C48,WILSON BAR USFS,ANM,DIXIE,ID,Public Use
03S,SANDY RIVER,ANM,SANDY,OR,Public Use
PZQ,PRESQUE ISLE COUNTY,AGL,ROGERS CITY,MI,Public Use
9Y7,BARRON MUNI,AGL,BARRON,WI,Public Use
Y65,CALVIN CAMPBELL MUNI,AGL,INDIAN RIVER,MI,Public Use
D58,TIMBER LAKE MUNI,AGL,TIMBER LAKE,SD,Public Use
TMK,TILLAMOOK,ANM,TILLAMOOK,OR,Public Use
RPD,RICE LAKE RGNL - CARL'S FIELD,AGL,RICE LAKE,WI,Public Use
8S4,ENTERPRISE MUNI,ANM,ENTERPRISE,OR,Public Use
MGN,HARBOR SPRINGS,AGL,HARBOR SPRINGS,MI,Public Use
25U,MEMALOOSE,ANM,IMNAHA,OR,Public Use
7S3,STARK'S TWIN OAKS AIRPARK,ANM,HILLSBORO,OR,Public Use
5P3,BOWDLE MUNI,AGL,BOWDLE,SD,Public Use
8Y6,LEADERS CLEAR LAKE,AGL,CLEAR LAKE,MN,Public Use
ABR,ABERDEEN RGNL,AGL,ABERDEEN,SD,Federalized/Commercial
9S9,LEXINGTON,ANM,LEXINGTON,OR,Public Use
3B1,GREENVILLE MUNI,ANE,GREENVILLE,ME,Public Use
TKV,TOMAHAWK RGNL,AGL,TOMAHAWK,WI,Public Use
00F,BROADUS,ANM,BROADUS,MT,Public Use
52B,GREENVILLE,ANE,GREENVILLE,ME,Public Use
21M,CURRIER'S,ANE,GREENVILLE JUNCTION,ME,Public Use
RCX,RUSK COUNTY,AGL,LADYSMITH,WI,Public Use
6D1,BROOTEN MUNI,AGL,BROOTEN,MN,Public Use
UBE,CUMBERLAND MUNI,AGL,CUMBERLAND,WI,Public Use
6V5,BISON MUNI,AGL,BISON,SD,Public Use
A05,DIXIE USFS,ANM,DIXIE,ID,Public Use
Y55,CRANDON/STEVE CONWAY MUNI,AGL,CRANDON,WI,Public Use
61J,PORTLAND DOWNTOWN,ANM,PORTLAND,OR,Public Use
Y30,PBEAAYE,AGL,TOPINABEE,MI,Public Use
2M7,HOFFMAN'S BLACK MOUNTAIN AERODROME,AGL,CHEBOYGAN,MI,Public Use
7S1,TWIN BRIDGES,ANM,TWIN BRIDGES,MT,Public Use
,,,,,
HIO,PORTLAND-HILLSBORO,ANM,PORTLAND,OR,Public Use
5N2,PRENTICE,AGL,PRENTICE,WI,Public Use
MBG,MOBRIDGE MUNI,AGL,MOBRIDGE,SD,Public Use
STC,ST CLOUD RGNL,AGL,ST CLOUD,MN,Federalized/Commercial
TTD,PORTLAND-TROUTDALE,ANM,PORTLAND,OR,Public Use
CBG,CAMBRIDGE MUNI,AGL,CAMBRIDGE,MN,Public Use
PNM,PRINCETON MUNI,AGL,PRINCETON,MN,Public Use
MOX,MORRIS MUNI - CHARLIE SCHMIDT FLD,AGL,MORRIS,MN,Public Use
PLN,PELLSTON RGNL AIRPORT OF EMMET COUNTY,AGL,PELLSTON,MI,Public Use
9D2,HARDING COUNTY,AGL,BUFFALO,SD,Public Use
4S4,SKYPORT,ANM,CORNELIUS,OR,Public Use
WN2,SILVER LAKE,AGL,CUMBERLAND,WI,Public Use
PDX,PORTLAND INTL,ANM,PORTLAND,OR,Federalized/Commercial
35S,WASCO STATE,ANM,WASCO,OR,Public Use
7S4,WISDOM,ANM,WISDOM,MT,Public Use
D32,STARBUCK MUNI,AGL,STARBUCK,MN,Public Use
3U4,ST LABRE MISSION,ANM,ASHLAND,MT,Public Use
DLS,COLUMBIA GORGE RGNL/THE DALLES MUNI,ANM,THE DALLES,OR,Public Use
VUO,PEARSON FIELD,ANM,VANCOUVER,WA,Public Use
1W1,GROVE FIELD,ANM,CAMAS,WA,Public Use
6S3,WOLTERMANN MEMORIAL,ANM,COLUMBUS,MT,Public Use
RHI,RHINELANDER-ONEIDA COUNTY,AGL,RHINELANDER,WI,Public Use
59B,NEWTON FIELD,ANE,JACKMAN,ME,Public Use
60B,MOOSE RIVER,ANE,JACKMAN,ME,Public Use
GHW,GLENWOOD MUNI,AGL,GLENWOOD,MN,Public Use
MLT,MILLINOCKET MUNI,ANE,MILLINOCKET,ME,Public Use
SLH,CHEBOYGAN COUNTY,AGL,CHEBOYGAN,MI,Public Use
78B,BUCKHORN CAMPS,ANE,NORCROSS/MILLINOCKET/,ME,Public Use
8D3,SISSETON MUNI,AGL,SISSETON,SD,Public Use
1S7,SLATE CREEK,ANM,SLATE CREEK,ID,Public Use
4S2,KEN JERNSTEDT AIRFIELD,ANM,HOOD RIVER,OR,Public Use
CZK,CASCADE LOCKS STATE,ANM,CASCADE LOCKS,OR,Public Use
W56,FLY FOR FUN,ANM,VANCOUVER,WA,Public Use
SJX,BEAVER ISLAND,AGL,BEAVER ISLAND,MI,Public Use
PDT,EASTERN OREGON RGNL AT PENDLETON,ANM,PENDLETON,OR,Public Use
ROS,RUSH CITY RGNL,AGL,RUSH CITY,MN,Public Use
3S7,NEHALEM BAY STATE,ANM,MANZANITA,OR,Public Use
LVM,MISSION FIELD,ANM,LIVINGSTON,MT,Public Use
6S8,LAUREL MUNI,ANM,LAUREL,MT,Public Use
D39,SAUK CENTRE MUNI,AGL,SAUK CENTRE,MN,Public Use
PBH,PRICE COUNTY,AGL,PHILLIPS,WI,Public Use
6Y8,WELKE,AGL,BEAVER ISLAND,MI,Public Use
1S8,ARLINGTON MUNI,ANM,ARLINGTON,OR,Public Use
ESC,DELTA COUNTY,AGL,ESCANABA,MI,Public Use
F02,FAIRGROUNDS AIRPARK,ANM,HARDIN,MT,Public Use
70B,MILLINOCKET,ANE,MILLINOCKET,ME,Public Use
75C,OROGRANDE,ANM,OROGRANDE,ID,Public Use
SSQ,SHELL LAKE MUNI,AGL,SHELL LAKE,WI,Public Use
W58,CEDARS NORTH AIRPARK,ANM,BATTLE GROUND,WA,Public Use
6Y1,BOIS BLANC ISLAND,AGL,BOIS BLANC ISLAND,MI,Public Use
02T,WISE RIVER,ANM,WISE RIVER,MT,Public Use
SPB,SCAPPOOSE INDUSTRIAL AIRPARK,ANM,SCAPPOOSE,OR,Public Use
18Y,MILACA MUNI,AGL,MILACA,MN,Public Use
BZN,BOZEMAN YELLOWSTONE INTL,ANM,BOZEMAN,MT,Federalized/Commercial
ETH,WHEATON MUNI,AGL,WHEATON,MN,Public Use
40D,THREE LAKES MUNI,AGL,THREE LAKES,WI,Public Use
5P2,MC LAUGHLIN MUNI,AGL,MC LAUGHLIN,SD,Public Use
GTG,GRANTSBURG MUNI,AGL,GRANTSBURG,WI,Public Use
3W8,EUREKA MUNI,AGL,EUREKA,SD,Public Use
6S0,BIG TIMBER,ANM,BIG TIMBER,MT,Public Use
BIL,BILLINGS LOGAN INTL,ANM,BILLINGS,MT,Federalized/Commercial
M50,BOARDMAN,ANM,BOARDMAN,OR,Public Use
BTN,BRITTON MUNI,AGL,BRITTON,SD,Public Use
IMT,FORD,AGL,IRON MOUNTAIN KINGSFORD,MI,Federalized/Commercial
S90,ELK CITY,ANM,ELK CITY,ID,Public Use
RZN,BURNETT COUNTY,AGL,SIREN,WI,Public Use
W52,GOHEEN,ANM,BATTLE GROUND,WA,Public Use
HRI,HERMISTON MUNI,ANM,HERMISTON,OR,Public Use
06Y,HERMAN MUNI,AGL,HERMAN,MN,Public Use
S20,GOLDENDALE,ANM,GOLDENDALE,WA,Public Use
1H9,NEST OF EAGLES,AGL,SPOONER,WI,Public Use
05S,VERNONIA MUNI,ANM,VERNONIA,OR,Public Use
M46,COLSTRIP,ANM,COLSTRIP,MT,Public Use
5T4,HERREID MUNI,AGL,HERREID,SD,Public Use
4U7,WEST FORK LODGE,ANM,CONNER,MT,Public Use
MCD,MACKINAC ISLAND,AGL,MACKINAC ISLAND,MI,Public Use
AXN,CHANDLER FIELD,AGL,ALEXANDRIA,MN,Public Use
97M,EKALAKA,ANM,EKALAKA,MT,Public Use
9S5,THREE FORKS,ANM,THREE FORKS,MT,Public Use
4P5,FRANKS,AGL,LAC DU FLAMBEAU,WI,Public Use
JMR,MORA MUNI,AGL,MORA,MN,Public Use
83D,MACKINAC COUNTY,AGL,ST IGNACE,MI,Public Use
14Y,TODD FIELD,AGL,LONG PRAIRIE,MN,Public Use
W27,WOODLAND STATE,ANM,WOODLAND,WA,Public Use
8D6,MC INTOSH MUNI,AGL,MC INTOSH,SD,Public Use
LEM,LEMMON MUNI,AGL,LEMMON,SD,Public Use
ARV,LAKELAND/NOBLE F. LEE MEMORIAL FIELD,AGL,MINOCQUA-WOODRUFF,WI,Public Use
EGV,EAGLE RIVER UNION,AGL,EAGLE RIVER,WI,Public Use
GIC,IDAHO COUNTY,ANM,GRANGEVILLE,ID,Public Use
LXL,LITTLE FALLS/MORRISON COUNTY-LINDBERGH FLD,AGL,LITTLE FALLS,MN,Public Use
84U,BUTTE AERO,ANM,BUTTE,MT,Public Use
BTM,BERT MOONEY,ANM,BUTTE,MT,Public Use
PKF,PARK FALLS MUNI,AGL,PARK FALLS,WI,Public Use
ISQ,SCHOOLCRAFT COUNTY,AGL,MANISTIQUE,MI,Public Use
Y63,ELBOW LAKE MUNI - PRIDE OF THE PRAIRIE,AGL,ELBOW LAKE,MN,Public Use
2U5,SHEARER /USFS/,ANM,SHEARER,ID,Public Use
50D,IRON COUNTY,AGL,CRYSTAL FALLS,MI,Public Use
DRM,DRUMMOND ISLAND,AGL,DRUMMOND ISLAND,MI,Public Use
HEI,HETTINGER MUNI,AGL,HETTINGER,ND,Public Use
56S,SEASIDE MUNI,ANM,SEASIDE,OR,Public Use
,,,,,
9W2,PAGE,ANM,WALLA WALLA,WA,Public Use
04W,FIELD OF DREAMS,AGL,HINCKLEY,MN,Public Use
ASY,ASHLEY MUNI,AGL,ASHLEY,ND,Public Use
D22,YACHT HAVEN,AGL,DRUMMOND ISLAND,MI,Public Use
HYR,SAWYER COUNTY,AGL,HAYWARD,WI,Public Use
5Y1,ALBERT J LINDBERG,AGL,HESSEL,MI,Public Use
S84,COTTONWOOD MUNI,ANM,COTTONWOOD,ID,Public Use
S95,MARTIN FIELD,ANM,COLLEGE PLACE,WA,Public Use
9U1,WILSALL,ANM,WILSALL,MT,Public Use
1ME,CHESUNCOOK LAKE HOUSE,ANE,CHESUNCOOK,ME,Public Use
Y27,STANDING ROCK,AGL,FORT YATES,ND,Public Use
D69,ROGERSBURG,ANM,ANATONE,WA,Public Use
Y73,STAMBAUGH,AGL,IRON RIVER,MI,Public Use
4N4,LIDGERWOOD MUNI,AGL,LIDGERWOOD,ND,Public Use
ALW,WALLA WALLA RGNL,ANM,WALLA WALLA,WA,Public Use
85B,SHIN POND,ANE,PATTEN,ME,Public Use
8Y5,CLARISSA MUNI,AGL,CLARISSA,MN,Public Use
KLS,SOUTHWEST WASHINGTON RGNL,ANM,KELSO,WA,Public Use
D25,MANITOWISH WATERS,AGL,MANITOWISH WATERS,WI,Public Use
1U1,MOOSE CREEK /USFS/,ANM,MOOSE CREEK RANGER STATION,ID,Public Use
HUL,HOULTON INTL,ANE,HOULTON,ME,Public Use
S82,KOOSKIA MUNI,ANM,KOOSKIA,ID,Public Use
BDJ,BOULDER JUNCTION,AGL,BOULDER JUNCTION,WI,Public Use
3U3,BOWMAN FIELD,ANM,ANACONDA,MT,Public Use
LNL,KINGS LAND O' LAKES,AGL,LAND O' LAKES,WI,Public Use
AST,ASTORIA RGNL,ANM,ASTORIA,OR,Public Use
2D5,OAKES MUNI,AGL,OAKES,ND,Public Use
BPP,BOWMAN MUNI,AGL,BOWMAN,ND,Public Use
3CU,CABLE UNION,AGL,CABLE,WI,Public Use
39B,NUGENT CHAMBERLAIN LAKE,ANE,CHESUNCOOK,ME,Public Use
M62,ROTORCRAFT,ANM,HAMILTON,MT,Public Use
3U9,BOULDER,ANM,BOULDER,MT,Public Use
S40,PROSSER,ANM,PROSSER,WA,Public Use
S98,VISTA FIELD,ANM,KENNEWICK,WA,Public Use
GWR,GWINNER-ROGER MELROE FIELD,AGL,GWINNER,ND,Public Use
S73,KAMIAH MUNI,ANM,KAMIAH,ID,Public Use
7L2,LINTON MUNI,AGL,LINTON,ND,Public Use
0S5,NEZ PERCE MUNI,ANM,NEZ PERCE,ID,Public Use
BWP,HARRY STERN,AGL,WAHPETON,ND,Public Use
6L5,WISHEK MUNI,AGL,WISHEK,ND,Public Use
S89,CRAIGMONT MUNI,ANM,CRAIGMONT,ID,Public Use
CIU,CHIPPEWA COUNTY INTL,AGL,SAULT STE MARIE,MI,Public Use
6S5,RAVALLI COUNTY,ANM,HAMILTON,MT,Public Use
4R6,MILNOR MUNI,AGL,MILNOR,ND,Public Use
PSC,TRI-CITIES,ANM,PASCO,WA,Federalized/Commercial
1S3,TILLITT FIELD,ANM,FORSYTH,MT,Public Use
FFM,FERGUS FALLS MUNI-EINAR MICKELSON FLD,AGL,FERGUS FALLS,MN,Public Use
8U0,RYEGATE,ANM,RYEGATE,MT,Public Use
6U7,HYSHAM,ANM,HYSHAM,MT,Public Use
05Y,HENNING MUNI,AGL,HENNING,MN,Public Use
RLD,RICHLAND,ANM,RICHLAND,WA,Public Use
D03,KULM MUNICIPAL AIRPORT,AGL,KULM,ND,Public Use
80S,LAVINA,ANM,LAVINA,MT,Public Use
ERY,LUCE COUNTY,AGL,NEWBERRY,MI,Public Use
OLG,SOLON SPRINGS MUNI,AGL,SOLON SPRINGS,WI,Public Use
7W1,PORT OF ILWACO,ANM,ILWACO,WA,Public Use
U05,RIDDICK FIELD,ANM,PHILIPSBURG,MT,Public Use
22Y,MOREY'S,AGL,MOTLEY,MN,Public Use
1S5,SUNNYSIDE MUNI,ANM,SUNNYSIDE,WA,Public Use
S92,FISH LAKE /USFS/,ANM,FISH LAKE,ID,Public Use
8U8,TOWNSEND,ANM,TOWNSEND,MT,Public Use
M61,EDWARD F JOHNSON,AGL,ISHPEMING,MI,Public Use
4F9,LA MOURE ROTT MUNI,AGL,LA MOURE,ND,Public Use
BHK,BAKER MUNI,ANM,BAKER,MT,Public Use
5G4,EAU CLAIRE LAKES,AGL,DRUMMOND,WI,Public Use
51D,EDGELEY MUNI,AGL,EDGELEY,ND,Public Use
SAW,SAWYER INTL,AGL,MARQUETTE,MI,Federalized/Commercial
5Y7,HANLEY FIELD,AGL,MUNISING,MI,Public Use
3P3,MOTT MUNI,AGL,MOTT,ND,Public Use
M69,BIRCH LAKE,AGL,DEERWOOD,MN,Public Use
SS1,NORTH COUNTRY,AGL,SOLON SPRINGS,WI,Public Use
LWS,LEWISTON-NEZ PERCE COUNTY,ANM,LEWISTON,ID,Federalized/Commercial
SAZ,STAPLES MUNI,AGL,STAPLES,MN,Public Use
Y71,ELGIN MUNI,AGL,ELGIN,ND,Public Use
9Y2,EAST GULL LAKE,AGL,EAST GULL LAKE,MN,Public Use
38S,DEER LODGE-CITY-COUNTY,ANM,DEER LODGE,MT,Public Use
ME3,BRADFORD CAMPS,ANE,ASHLAND,ME,Public Use
78U,SNAKE RIVER,ANM,LEWISTON,ID,Public Use
BRD,BRAINERD LAKES RGNL,AGL,BRAINERD,MN,Federalized/Commercial
MZH,MOOSE LAKE CARLTON COUNTY,AGL,MOOSE LAKE,MN,Public Use
8U9,CANYON FERRY,ANM,TOWNSEND,MT,Public Use
MLS,FRANK WILEY FIELD,ANM,MILES CITY,MT,Public Use
6L3,LISBON MUNI,AGL,LISBON,ND,Public Use
HWQ,WHEATLAND COUNTY AT HARLOWTON,ANM,HARLOWTON,MT,Public Use
ADC,WADENA MUNI,AGL,WADENA,MN,Public Use
M14,MAL'S SERPENT LAKE,AGL,DEERWOOD,MN,Public Use
RPX,ROUNDUP,ANM,ROUNDUP,MT,Public Use
TDO,ED CARLSON MEMORIAL FIELD - SOUTH LEWIS CO,ANM,TOLEDO,WA,Public Use
ANJ,SAULT STE MARIE MUNI/SANDERSON FIELD,AGL,SAULT STE MARIE,MI,Public Use
6H8,HAZELTON MUNI,AGL,HAZELTON,ND,Public Use
S68,OROFINO MUNI,ANM,OROFINO,ID,Public Use
5B5,NAPOLEON MUNI,AGL,NAPOLEON,ND,Public Use
7S6,WHITE SULPHUR SPRINGS,ANM,WHITE SULPHUR SPRINGS,MT,Public Use
6Y9,PRICKETT-GROOMS FLD,AGL,SIDNAW,MI,Public Use
32S,STEVENSVILLE,ANM,STEVENSVILLE,MT,Public Use
IWD,GOGEBIC-IRON COUNTY,AGL,IRONWOOD,MI,Public Use
AIT,AITKIN MUNI-STEVE KURTZ FIELD,AGL,AITKIN,MN,Public Use
ASX,JOHN F KENNEDY MEMORIAL,AGL,ASHLAND,WI,Public Use
39P,STROM FIELD,ANM,MORTON,WA,Public Use
W09,LOWER MONUMENTAL STATE,ANM,KAHLOTUS,WA,Public Use
YKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,ANM,YAKIMA,WA,Federalized/Commercial
Y77,BAYFIELD COUNTY,AGL,IRON RIVER,WI,Public Use
16W,LITTLE GOOSE LOCK AND DAM,ANM,STARBUCK,WA,Public Use
55S,PACKWOOD,ANM,PACKWOOD,WA,Public Use
HLN,HELENA RGNL,ANM,HELENA,MT,Federalized/Commercial
16D,PERHAM MUNI,AGL,PERHAM,MN,Public Use
9G9,GACKLE MUNI,AGL,GACKLE,ND,Public Use
HZX,ISEDOR IVERSON,AGL,MC GREGOR,MN,Public Use
M26,DRUMMOND,ANM,DRUMMOND,MT,Public Use
Y98,GRAND MARAIS,AGL,GRAND MARAIS,MI,Public Use
5N4,SKY HAVEN,AGL,ENDERLIN,ND,Public Use
4S6,TIETON STATE,ANM,RIMROCK,WA,Public Use
47Y,PELICAN RAPIDS MUNI-LYON'S FIELD,AGL,PELICAN RAPIDS,MN,Public Use
K74,HAMRY FIELD,AGL,KINDRED,ND,Public Use
C64,CAYUSE CREEK USFS,ANM,CAYUSE CREEK,ID,Public Use
00W,LOWER GRANITE STATE,ANM,COLFAX,WA,Public Use
CLS,CHEHALIS-CENTRALIA,ANM,CHEHALIS,WA,Public Use
M94,DESERT AIRE,ANM,MATTAWA,WA,Public Use
PQI,NORTHERN MAINE RGNL ARPT AT PRESQUE IS,ANE,PRESQUE ISLE,ME,Public Use
SUW,RICHARD I BONG,AGL,SUPERIOR,WI,Public Use
2S9,WILLAPA HARBOR,ANM,SOUTH BEND/RAYMOND/,WA,Public Use
COQ,CLOQUET CARLTON COUNTY,AGL,CLOQUET,MN,Public Use
83B,NORTHERN MAINE RGNL,ANE,PRESQUE ISLE,ME,Public Use
DYT,SKY HARBOR,AGL,DULUTH,MN,Public Use
M42,RUSSIAN FLAT,ANM,RUSSIAN FLAT,MT,Public Use
PWC,PINE RIVER RGNL,AGL,PINE RIVER,MN,Public Use
RC0,ROCK CREEK,ANM,CLINTON,MT,Public Use
PUW,PULLMAN/MOSCOW RGNL,ANM,"PULLMAN/MOSCOW,ID",WA,Public Use
87B,PORTAGE LAKE MUNI,ANE,PORTAGE LAKE,ME,Public Use
Y19,MANDAN MUNI,AGL,MANDAN,ND,Public Use
BIS,BISMARCK MUNI,AGL,BISMARCK,ND,Federalized/Commercial
8U6,TERRY,ANM,TERRY,MT,Public Use
2P4,BARAGA,AGL,BARAGA,MI,Public Use
4R5,MAJOR GILBERT FIELD,AGL,LA POINTE,WI,Public Use
S70,OTHELLO MUNI,ANM,OTHELLO,WA,Public Use
DIK,DICKINSON - THEODORE ROOSEVELT RGNL,AGL,DICKINSON,ND,Public Use
D57,GLEN ULLIN RGNL,AGL,GLEN ULLIN,ND,Public Use
DTL,DETROIT LAKES-WETHING FIELD,AGL,DETROIT LAKES,MN,Public Use
7Y3,BACKUS MUNI,AGL,BACKUS,MN,Public Use
8W9,R & K SKYRANCH,ANM,ROCHESTER,WA,Public Use
JKJ,MOORHEAD MUNI,AGL,MOORHEAD,MN,Public Use
DLH,DULUTH INTL,AGL,DULUTH,MN,Federalized/Commercial
OGM,ONTONAGON COUNTY - SCHUSTER FIELD,AGL,ONTONAGON,MI,Public Use
5N8,CASSELTON ROBERT MILLER RGNL,AGL,CASSELTON,ND,Public Use
S94,PORT OF WHITMAN BUSINESS AIR CENTER,ANM,COLFAX,WA,Public Use
CAR,CARIBOU MUNI,ANE,CARIBOU,ME,Public Use
2W3,SWANSON,ANM,EATONVILLE,WA,Public Use
